연도,유형구분,세부유형,시도,행정구,학교명,본분교,학교상태,설립,남여공학,우편번호,도로명주소,연락처,팩스번호,홈페이지,
2016,일반고,일반고등학교,인천,부평구,인천산곡고등학교,본교,기존(원)교,공립,남여공학,213-77 ,인천광역시 부평구 원적로416번길 25 . 산곡고등학교 (산곡동),032-508-8401,032-508-8404,http://www.sangok.hs.kr,
2016,자율고,일반고등학교,인천,부평구,인천상정고등학교,본교,기존(원)교,공립,남자,214-47 ,인천광역시 부평구 경원대로 1109 . 상정고등학교 (십정동),032-714-8503,032-714-8518,http://incheonsangjeong.icehs.kr,
2016,특성화고(직업),상업고등학교,인천,부평구,인천세무고등학교,본교,기존(원)교,사립,여자,214-43 ,인천광역시 부평구 상정로 33 . 인천세무고등학교 (십정동),032-428-4522,032-428-4521,www.itax.hs.kr,
2016,일반고,일반고등학교,인천,부평구,인천영선고등학교,본교,기존(원)교,공립,남여공학,213-25 ,인천광역시 부평구 체육관로 179 (삼산동),032-511-1635,032-511-1706,http://youngsun.icehs.kr,
2016,특목고,외국어고등학교,인천,부평구,인천외국어고등학교,본교,기존(원)교,사립,남여공학,213-71 ,인천광역시 부평구 원적로 262 . 인천외국어고등학교 (산곡동),032-511-3541,032-511-3544,http://www.icf.hs.kr,
2016,특목고,과학고등학교,인천,부평구,인천진산과학고등학교,본교,기존(원)교,공립,남여공학,213-42 ,인천광역시 부평구 굴포로 194-9 (삼산동),032-508-8260,032-508-8261,http://ijss.icehs.kr,
2016,특성화고(직업),공업고등학교,인천,부평구,인평자동차정보고등학교,본교,기존(원)교,사립,남여공학,213-73 ,인천광역시 부평구 화랑로 111 . 인평자동차정보고등학교 (산곡동),032-517-0721,032-524-7152,www.inpyung.hs.kr,
2016,일반고,일반고등학교,인천,부평구,제일고등학교,본교,기존(원)교,사립,남자,214-35 ,인천광역시 부평구 경인로 759 . 28 (십정동),032-514-6161,032-514-6165,http://www.jeilgo.icehs.kr/main.do,
2016,일반고,일반고등학교,인천,계양구,계산고등학교,본교,기존(원)교,공립,남자,210-30 ,인천광역시 계양구 주부토로 588 (계산동.계산고등학교),032-542-0688,032-552-1597,http://www.gyesan.hs.kr,
2016,특성화고(직업),공업고등학교,인천,계양구,계산공업고등학교,본교,기존(원)교,공립,남자,210-70 ,인천광역시 계양구 도두리로 47 . 계산공업고등학교 (계산동),032-552-2034,032-552-2035,www.iks.icehs.kr,
2016,일반고,일반고등학교,인천,계양구,계산여자고등학교,본교,기존(원)교,공립,여자,210-63 ,인천광역시 계양구 계산새로 131 . 계산여자고등학교 (용종동),032-552-0275,032-552-0274,http://www.kyesan-g.hs.kr/,
2016,일반고,일반고등학교,인천,계양구,계양고등학교,본교,기존(원)교,공립,남자,210-62 ,인천 계양구 계양문화로 177 계양고등학교,032-553-4901,032-553-4904,http://gy.icehs.kr,
2016,일반고,일반고등학교,인천,계양구,서운고등학교,본교,기존(원)교,공립,남여공학,210-74 ,인천광역시 계양구 아나지로 481 . 서운고등학교 (서운동),032-542-2942,032-542-7431,http://www.seowoon.hs.kr,
2016,일반고,일반고등학교,인천,계양구,안남고등학교,본교,기존(원)교,공립,남여공학,211-22 ,인천광역시 계양구 아나지로308번길 9 (작전동),032-555-4280,032-555-4284,http://www.annam.hs.kr,
2016,일반고,일반고등학교,인천,계양구,인천세원고등학교,본교,기존(원)교,공립,여자,210-28 ,인천광역시 계양구 장제로 966 (병방동.인천세원고등학교),032-554-2362,032-554-7234,http://isw.icehs.kr,
2016,자율고,일반고등학교,인천,계양구,인천예일고등학교,본교,기존(원)교,공립,남여공학,210-21 ,인천광역시 계양구 박촌로 23 (방축동),032-555-6307,032-555-6304,http://yeil.icehs.kr,
2016,일반고,일반고등학교,인천,계양구,인천효성고등학교,본교,기존(원)교,공립,남여공학,210-96 ,인천광역시 계양구 새벌로171번길 21 . 효성고등학교 (효성동),032-556-8181,032-556-8190,http://in-hyoseong.icehs.kr,
2016,일반고,일반고등학교,인천,계양구,작전고등학교,본교,기존(원)교,공립,남자,210-85 ,인천광역시 계양구 봉오대로 729 . 27 작전고등학교 (작전동),032-555-1595,032-555-1597,http://www.jakj.icehs.kr,
2016,일반고,일반고등학교,인천,계양구,작전여자고등학교,본교,기존(원)교,공립,여자,210-85 ,인천광역시 계양구 주부토로426번길 15 . 작전여자고등학교 (작전동),032-555-6214,032-555-6218,http://jj.icehs.kr,
2016,일반고,일반고등학교,인천,서구,가림고등학교,본교,기존(원)교,공립,남여공학,228-15 ,인천광역시 서구 원적로 58 (가좌동),032-584-1755,032-584-1756,www.garim.hs.kr,
2016,일반고,일반고등학교,인천,서구,가정고등학교,본교,기존(원)교,공립,남여공학,227-99 ,인천광역시 서구 서달로 162 . 가정고등학교 (석남동),032-579-9186,032-579-9189,http://gajeong.icehs.kr,
2016,일반고,일반고등학교,인천,서구,가좌고등학교,본교,기존(원)교,공립,남여공학,228-20 ,인천광역시 서구 장고개로287번길 24 . 가좌고등학교 (가좌동),032-720-0690,032-720-0770,http://gajwa.icehs.kr,
2016,일반고,일반고등학교,인천,서구,검단고등학교,본교,기존(원)교,공립,남여공학,226-33 ,인천광역시 서구 검단로540번길 7 (마전동),032-567-7833,032-567-7834,http://geomdan.hs.kr,
2016,일반고,일반고등학교,인천,서구,대인고등학교,본교,기존(원)교,사립,남자,227-06 ,인천광역시 서구 서곶로 446 (공촌동),032-562-6312,032-562-6317,http://daein.icehs.kr/,
2016,일반고,일반고등학교,인천,서구,백석고등학교,본교,기존(원)교,공립,남여공학,226-87 ,인천광역시 서구 서곶로 701 (백석동),032-567-7762,032-567-7764,http://i-baekseok.icehs.kr,
2016,일반고,일반고등학교,인천,서구,서인천고등학교,본교,기존(원)교,사립,남여공학,226-98 ,인천광역시 서구 서곶로 475 (검암동),032-562-0012,032-562-0020,http://www.sic.hs.kr,
2016,특성화고(직업),공업고등학교,인천,서구,인천디자인고등학교,본교,기존(원)교,공립,남여공학,227-23 ,인천광역시 서구 대평로56번길 10 . 인천디자인고등학교 (연희동),032-560-1500,032-560-1519,http://www.indigo.hs.kr/,
2016,일반고,일반고등학교,인천,서구,인천마전고등학교,본교,신설(원)교,공립,남자,226-01 ,인천광역시 서구 마전로 74 (마전동),032-569-4162,032-569-4167,http://majeon.icehs.kr/,
2016,특성화고(직업),상업고등학교,인천,서구,인천보건고등학교,본교,기존(원)교,사립,여자,228-05 ,인천광역시 서구 서달로 58-16 . 인천보건고등학교 (석남동),032-570-9000,032-570-9199,http://ihealth.icehs.kr,
2016,자율고,일반고등학교,인천,서구,인천신현고등학교,본교,기존(원)교,공립,여자,227-79 ,인천광역시 서구 염곡로 399 (신현동),032-571-0628,032-571-0627,http://www.ish.icehs.kr,
2016,일반고,일반고등학교,인천,서구,인천원당고등학교,본교,기존(원)교,공립,남여공학,226-25 ,인천광역시 서구 고산로40번길 30 (원당동),032-569-0720,032-569-0727,http://wondang.icehs.kr,
2016,일반고,일반고등학교,인천,서구,인천청라고등학교,본교,기존(원)교,공립,남자,227-33 ,인천광역시 서구 담지로86번길 16-14 . 인천청라고등학교 (연희동),032-568-9691,032-568-9695,http://cheongra.hs.kr,
2016,특목고,체육고등학교,인천,서구,인천체육고등학교,본교,기존(원)교,공립,남여공학,227-55 ,인천광역시 서구 로봇랜드로 473 . 인천체육고등학교 (경서동),032-872-0242,032-874-3715,http://www.inchonphed.hs.kr,
2016,일반고,일반고등학교,인천,서구,인천초은고등학교,본교,기존(원)교,공립,여자,227-40 ,인천광역시 서구 청라에메랄드로 42 . 초은고등학교 (연희동),032-562-3002,032-562-4002,http://choeun.icehs.kr,
2016,일반고,일반고등학교,인천,서구,인천해원고등학교,본교,기존(원)교,공립,남여공학,227-65 ,인천광역시 서구 청라사파이어로140번길 25 (경서동),032-590-7603,032-590-7680,http://www.ihw.icehs.kr/,
2016,특성화고(직업),공업고등학교,인천,서구,한국주얼리고등학교,본교,기존(원)교,사립,남여공학,226-87 ,인천광역시 서구 서곶로 693-1 (백석동),032-561-0146,032-561-0140,www.hanjin.hs.kr,
2016,특성화고(직업),공업고등학교,인천,강화군,강남영상미디어고등학교,본교,기존(원)교,공립,남여공학,230-50 ,인천광역시 강화군 길상면 강화남로 57 . 강남영상미디어고등학교 (길상면),032-937-3652,032-937-7421,http://www.kangnam.icehs.kr,
2016,자율고,일반고등학교,인천,강화군,강화고등학교,본교,기존(원)교,공립,남자,230-28 ,인천광역시 강화군 강화읍 고비고개로 20 (강화읍),032-724-2300,032-724-2310,http://www.ganghwa.hs.kr/,
2016,일반고,일반고등학교,인천,강화군,강화여자고등학교,본교,기존(원)교,공립,여자,230-29 ,인천광역시 강화군 강화읍 송악길 58 . 강화여자고등학교 (강화읍),032-933-3554,032-933-0802,http://ganghwagirls.icehs.kr,
2016,일반고,일반고등학교,인천,강화군,교동고등학교,본교,기존(원)교,공립,남여공학,230-02 ,인천광역시 강화군 교동면 교동남로 77 . 교동고등학교 (교동면),032-932-4127,032-932-6690,http://http://kyodong.icehs.kr,
2016,일반고,일반고등학교,인천,강화군,덕신고등학교,본교,기존(원)교,사립,남여공학,230-28 ,인천광역시 강화군 강화읍 고비고개로 45 (강화읍.덕신고등학교),032-933-2974,032-934-0864,http://www.duckshin.hs.kr/,
2016,특성화고(대안),일반고등학교,인천,강화군,산마을고등학교,본교,기존(원)교,사립,남여공학,230-56 ,인천광역시 강화군 양도면 강화남로1002번길 73-29 . 산마을고등학교 (양도면),032-937-9801,032-937-9804,sanmaeul.org,
2016,일반고,일반고등학교,인천,강화군,삼량고등학교,본교,기존(원)교,사립,남여공학,230-18 ,인천광역시 강화군 내가면 강화서로 184 (내가면),032-932-5903,032-932-5902,http://www.samryang.icehs.kr,
2016,일반고,일반고등학교,인천,강화군,서도고등학교,본교,기존(원)교,공립,남여공학,230-08 ,인천광역시 강화군 서도면 주문도길 173 (서도면),032-932-7005,032-932-7034,http://sds.icehs.kr,
2016,일반고,일반고등학교,인천,옹진군,대청고등학교,본교,기존(원)교,공립,남여공학,231-05 ,인천광역시 옹진군 대청면 대청로244번길 116-45 (대청면. 대청중고등학교),032-836-2206,032-836-7072,http://idmh.icehs.kr,
2016,일반고,일반고등학교,인천,옹진군,덕적고등학교,본교,기존(원)교,공립,남여공학,231-30 ,인천광역시 옹진군 덕적면 덕적남로 15 (덕적면),032-832-9302,032-832-9305,http://deokjeok.hs.kr/,
2016,일반고,일반고등학교,인천,옹진군,백령고등학교,본교,기존(원)교,공립,남여공학,231-01 ,인천광역시 옹진군 백령면 백령로 708 . 백령고등학교 (백령면),032-836-0091,032-836-2210,http://brmh.hs.kr,
2016,일반고,일반고등학교,인천,옹진군,연평고등학교,본교,기존(원)교,공립,남여공학,231-08 ,인천광역시 옹진군 연평면 연평로 137 . 101 연평초중고등학교 (연평면),032-831-1652,032-831-1655,http://www.ypschool.icehs.kr,
2016,일반고,일반고등학교,인천,옹진군,인천영흥고등학교,본교,기존(원)교,공립,남여공학,231-18 ,인천광역시 옹진군 영흥면 내동로 107 . 인천영흥고등학교 (영흥면),032-886-0436,032-886-0434,http://youngheung.icems.kr,
2016,자율고,일반고등학교,광주,동구,광주고등학교,본교,기존(원)교,공립,남자,614-12 ,광주광역시 동구 중앙로 302 . 광주고등학교 (계림동),062-239-0104,062-239-0100,http://www.kwangju.hs.kr/,
2016,일반고,일반고등학교,광주,동구,살레시오여자고등학교,본교,기존(원)교,사립,여자,614-48 ,광주광역시 동구 필문대로273번길 21 (지산동.살레시오),062-220-1400,062-220-1450,http://www.salesio-g.hs.kr,
2016,일반고,일반고등학교,광주,동구,전남여자고등학교,본교,기존(원)교,공립,여자,614-31 ,광주광역시 동구 제봉로158번길 8 . 전남여자고등학교 (장동),062-220-0307,062-226-9045,http://www.chonnam-g.hs.kr,
2016,일반고,일반고등학교,광주,동구,조선대학교부속고등학교,본교,기존(원)교,사립,남자,614-59 ,광주광역시 동구 의재로33번길 33 (학동.조선대학교부속고등학교),062-230-0200,062-230-0205,http://www.chosun.hs.kr,
2016,일반고,일반고등학교,광주,동구,조선대학교여자고등학교,본교,기존(원)교,사립,여자,614-50 ,광주광역시 동구 지산로 36 (지산동),062-220-7500,062-220-7599,http://www.chosun-g.hs.kr,
2016,일반고,일반고등학교,광주,서구,광덕고등학교,본교,기존(원)교,사립,남자,620-39 ,광주광역시 서구 화정로 202 . 광덕고등학교 (화정동),062-380-6612,062-380-6620,http://www.gwangdeok.hs.kr,
2016,일반고,일반고등학교,광주,서구,광주대동고등학교,본교,기존(원)교,사립,남자,620-70 ,광주광역시 서구 전평길 50 . 광주대동고등학교 (매월동),062-600-3603,062-385-3638,http://www.k-dd.hs.kr,
2016,일반고,일반고등학교,광주,서구,광주서석고등학교,본교,기존(원)교,사립,남자,619-27 ,광주광역시 서구 화정로 253번길 27 (화정동),062-360-3800,062-366-1774,http://www.seoseok.hs.kr/,
2016,일반고,일반고등학교,광주,서구,광주여자고등학교,본교,기존(원)교,공립,여자,619-85 ,광주광역시 서구 상무대로1014번길 43 . 광주여자고등학교 (화정동),062-231-7500,062-372-7669,http://210.218.56.12,
2016,일반고,일반고등학교,광주,서구,상무고등학교,본교,기존(원)교,공립,남여공학,619-70 ,광주광역시 서구 상무민주로32번길 28 (쌍촌동),062-600-1305,062-600-1320,http://www.sangmu.hs.kr,
2016,자율고,일반고등학교,광주,서구,상일여자고등학교,본교,기존(원)교,공립,여자,619-42 ,광주광역시 서구 내방로 217 . 상일여자고등학교 (쌍촌동),062-385-6030,062-385-6039,http://sangil-g.hs.kr,
2016,일반고,일반고등학교,광주,서구,전남고등학교,본교,기존(원)교,공립,남자,619-59 ,광주광역시 서구 상무공원로 32 . 전남고등학교 (치평동),062-370-8516,062-370-8509,http://www.jeonnam.hs.kr,
2016,일반고,일반고등학교,광주,서구,풍암고등학교,본교,기존(원)교,공립,남여공학,620-51 ,광주광역시 서구 풍암신흥로39번길 20 (풍암동),062-650-0500,062-654-8726,http://pungam.hs.kr,
2016,일반고,일반고등학교,광주,남구,광주동성고등학교,본교,기존(원)교,사립,남자,617-37 ,광주광역시 남구 서문대로627번길 20 . 광주동성고등학교 (진월동),062-670-4514,062-670-4555,http://www.gds.hs.kr,
2016,일반고,일반고등학교,광주,남구,광주석산고등학교,본교,기존(원)교,사립,남자,616-44 ,광주광역시 남구 백운로26번길 20 (백운동.석산고등학교),062-676-1476,062-671-9029,http://www.suksan.hs.kr,
2016,일반고,일반고등학교,광주,남구,광주수피아여자고등학교,본교,기존(원)교,사립,여자,616-43 ,광주광역시 남구 백서로 13 (양림동.수피아여자고등학교),062-670-3009,062-673-9524,http://www.speer.hs.kr,
2016,특성화고(직업),상업고등학교,광주,남구,광주여자상업고등학교,본교,기존(원)교,사립,여자,617-37 ,광주광역시 남구 서문대로627번길 20 . 광주여자상업고등학교 (진월동),062-670-4533,062-670-4551,http://www.kjgc-g.hs.kr,
2016,일반고,일반고등학교,광주,남구,광주인성고등학교,본교,기존(원)교,사립,남자,617-41 ,광주광역시 남구 서문대로 390 . 광주인성고등학교 (송하동),062-670-9200,062-670-9388,http://www.inseong.hs.kr,
2016,일반고,일반고등학교,광주,남구,대광여자고등학교,본교,기존(원)교,사립,여자,616-99 ,광주광역시 남구 서문대로742번길 13 (주월동.대광여자고등학교),062-672-1216,062-671-8950,www.daekwang.hs.kr,
2016,일반고,일반고등학교,광주,남구,대성여자고등학교,본교,기존(원)교,사립,여자,617-36 ,광주광역시 남구 서문대로663번길 37 (진월동),062-671-0217,062-671-0219,http://www.daesung.hs.kr,
2016,일반고,일반고등학교,광주,남구,동아여자고등학교,본교,기존(원)교,사립,여자,616-81 ,광주광역시 남구 오방로 16-10 (봉선동.동아여자고등학교),062-650-1900,062-650-1901,http://www.donga.hs.kr,
2016,특성화고(직업),공업고등학교,광주,남구,동일미래과학고등학교,본교,기존(원)교,사립,남여공학,616-80 ,광주광역시 남구 천변좌로 604번길 12 (방림동 30번지),062-650-6301,062-676-2736,http://www.k-dongil.hs.kr,
2016,일반고,일반고등학교,광주,남구,문성고등학교,본교,기존(원)교,사립,남자,617-01 ,광주광역시 남구 제석로 73 (봉선동.문성고등학교),062-670-7504,062-670-7505,www.munseong.hs.kr,
2016,일반고,실업고등학교,광주,남구,서진여자고등학교,본교,기존(원)교,사립,여자,616-99 ,광주광역시 남구 서문대로742번길 20 서진여자고등학교 (주월동),062-672-1213,062-671-8189,http://www.gsj.hs.kr,
2016,일반고,일반고등학교,광주,남구,설월여자고등학교,본교,기존(원)교,사립,여자,616-80 ,광주광역시 남구 천변좌로604번길 12 (방림동 30번지),062-650-6301,062-676-2736,http://www.seolwol.hs.kr,
2016,자율고,일반고등학교,광주,남구,송원고등학교,본교,기존(원)교,사립,남여공학,617-56 ,광주광역시 남구 송암로 73 (송하동),062-360-5503,062-360-5505,http://www.songwon.hs.kr,
2016,일반고,일반고등학교,광주,남구,송원여자고등학교,본교,기존(원)교,사립,여자,617-56 ,광주광역시 남구 송암로 73 . 송원여자고등학교 (송하동),062-360-5553,062-360-5555,www.songwon-g.hs.kr,
2016,특성화고(직업),상업고등학교,광주,남구,송원여자상업고등학교,본교,기존(원)교,사립,여자,617-56 ,광주광역시 남구 송암로 73 . 송원여자상업고등학교 (송하동),062-360-5976,062-360-5980,http://www.songwon-gc.hs.kr,
2016,일반고,공업고등학교,광주,남구,숭의고등학교,본교,기존(원)교,사립,남여공학,616-79 ,광주광역시 남구 오방로 34-13 (방림동),062-672-9913,062-672-9919,http://www.kss.hs.kr,
2016,일반고,일반고등학교,광주,남구,호남삼육고등학교,본교,기존(원)교,사립,남여공학,617-31 ,광주광역시 남구 회서로 30 (주월동) 호남삼육고등학교,070-8677-4518,062-651-9682,http://samyook.hs.kr,
2016,일반고,일반고등학교,광주,북구,고려고등학교,본교,기존(원)교,사립,남자,610-58 ,광주광역시 북구 설죽로 369 . 고려고등학교 (삼각동),062-570-9300,062-573-0447,http://www.korea.hs.kr,
2016,일반고,일반고등학교,광주,북구,광주경신여자고등학교,본교,기존(원)교,사립,여자,611-13 ,광주광역시 북구 금호로 40번길 40 (용봉동),062-605-4859,062-521-1119,http://www.kshin.hs.kr,
2016,특성화고(직업),공업고등학교,광주,북구,광주공업고등학교,본교,기존(원)교,공립,남여공학,610-62 ,광주광역시 북구 설죽로315번길 14 (매곡동),062-570-2800,062-574-2819,http://www.gt.hs.kr,
2016,특목고,과학고등학교,광주,북구,광주과학고등학교,본교,기존(원)교,공립,남여공학,610-05 ,광주광역시 북구 첨단과기로 215 (오룡동),062-670-3252,062-972-5390,http://www.kwangju-s.hs.kr/,
2016,일반고,일반고등학교,광주,북구,광주동신고등학교,본교,기존(원)교,사립,남자,612-00 ,광주광역시 북구 동문대로 50 . 광주동신고등학교 (풍향동),062-520-2151,062-528-5483,http://www.kds.hs.kr,
2016,일반고,일반고등학교,광주,북구,광주동신여자고등학교,본교,기존(원)교,사립,여자,611-93 ,광주광역시 북구 동문대로50 (풍향동),062-520-2162,062-528-5484,www.kdsg.hs.kr,
2016,일반고,일반고등학교,광주,북구,광주숭일고등학교,본교,기존(원)교,사립,남여공학,610-29 ,광주광역시 북구 모룡대길 40 (일곡동),062-608-0571,062-572-0150,http://www.soongil.hs.kr/,
2016,특목고,예술고등학교,광주,북구,광주예술고등학교,본교,기존(원)교,공립,남여공학,611-02 ,광주광역시 북구 서강로 133 . 광주예술고등학교 (운암동),062-520-8800,062-520-8850,www.kj-art.hs.kr,
2016,특성화고(직업),농림업고등학교,광주,북구,광주자연과학고등학교,본교,기존(원)교,공립,남여공학,611-24 ,광주광역시 북구 능안로 30 (오치동.광주자연과학고등학교),062-260-3700,062-264-6317,http://www.kns.hs.kr,
2016,자율고,일반고등학교,광주,북구,광주제일고등학교,본교,기존(원)교,공립,남자,612-41 ,광주광역시 북구 독립로 237번길 33 (누문동),062-510-8807,062-514-1544,http://www.ilgo.hs.kr,
2016,특목고,체육고등학교,광주,북구,광주체육고등학교,본교,기존(원)교,공립,남여공학,610-99 ,광주광역시 북구 하서로 55 광주체육고등학교 (운암동),062-520-7100,062-520-7140,http://www.kwangju-p.hs.kr/,
2016,일반고,일반고등학교,광주,북구,국제고등학교,본교,기존(원)교,사립,남여공학,610-57 ,광주광역시 북구 설죽로 433 (삼각동.학교법인춘태학원),062-570-9995,062-573-9769,http://www.kukje.hs.kr/,
2016,특성화고(직업),공업고등학교,광주,북구,금파공업고등학교,본교,기존(원)교,사립,남여공학,611-15 ,광주광역시 북구 금호로 80 (운암동),062-605-6100,062-605-6190,http://kumpa.hs.kr,
2016,일반고,일반고등학교,광주,북구,금호고등학교,본교,기존(원)교,사립,남자,611-16 ,광주광역시 북구 금호로 100 . 금호고등학교 (운암동),062-608-1006,062-608-1007,kumho.hs.kr,
2016,일반고,일반고등학교,광주,북구,금호중앙여자고등학교,본교,기존(원)교,사립,여자,611-16 ,광주광역시 북구 금호로 100 . 금호중앙여자고등학교 (운암동),062-607-1007,062-607-1004,www.k-ja.hs.kr,
2016,일반고,일반고등학교,광주,북구,문정여자고등학교,본교,기존(원)교,공립,여자,611-25 ,광주광역시 북구 능안로30번길 33 . 문정여자고등학교 (오치동),062-260-8266,062-269-2305,http://www.munjeong.hs.kr,
2016,일반고,일반고등학교,광주,북구,빛고을고등학교,본교,기존(원)교,공립,남여공학,610-86 ,광주광역시 북구 첨단연신로133번길 16 . 빛고을고등학교 (신용동),062-712-8800,062-574-8802,http://bitgoeul.hs.kr,
2016,일반고,일반고등학교,광주,북구,살레시오고등학교,본교,기존(원)교,사립,남자,610-29 ,광주광역시 북구 모룡대길 67 . 살레시오고등학교 (일곡동),062-608-9100,062-062-9299,http://www.salesio.hs.kr/,
2016,일반고,일반고등학교,광주,북구,서강고등학교,본교,기존(원)교,사립,남여공학,612-68 ,광주광역시 북구 서강로 1 . 서강고등학교 (운암동),062-520-7800,062-520-7811,http://seogang.hs.kr,
2016,일반고,일반고등학교,광주,북구,전남대학교사범대학부설고등학교,본교,기존(원)교,국립,남여공학,611-86 ,광주광역시 북구 용봉로 45 . 용봉동 300번지 (용봉동),062-530-3848,062-530-3927,http://bugo.jnu.ac.kr,
2016,특성화고(직업),상업고등학교,광주,북구,전남여자상업고등학교,본교,기존(원)교,사립,여자,610-57 ,광주광역시 북구 설죽로 433 . 전남여자상업고등학교 (삼각동),062-570-8708,062-573-8819,http://www.cgch.org,
2016,일반고,일반고등학교,광주,광산구,광일고등학교,본교,기존(원)교,사립,남여공학,622-01 ,광주광역시 광산구 고봉로 812 (임곡동),062-952-7642,062-952-9183,http://www.kwangil.hs.kr,
2016,특성화고(직업),상업고등학교,광주,광산구,광주경영고등학교,본교,기존(원)교,공립,남여공학,624-23 ,광주광역시 광산구 상무대로 312 . 광주경영고등학교 (송정동),062-949-6808,062-941-7545,http://gc.hs.kr/,
2016,특목고,실업고등학교,광주,광산구,광주자동화설비공업고등학교,본교,기존(원)교,공립,남여공학,623-75 ,광주광역시 광산구 금봉로 138-1 (우산동),062-949-0504,062-949-0570,http://www.gat.hs.kr,
2016,특성화고(직업),공업고등학교,광주,광산구,광주전자공업고등학교,본교,기존(원)교,공립,남여공학,622-71 ,광주광역시 광산구 첨단중앙로 7 (월계동. 광주전자공업고등학교),062-970-0556,062-972-0762,http://www.get.hs.kr,
2016,일반고,일반고등학교,광주,광산구,광주진흥고등학교,본교,기존(원)교,사립,남자,622-51 ,광주광역시 광산구 왕버들로 307 . 광주진흥고등학교(신창동),062-960-2200,062-956-8042,http://jinheung.hs.kr,
2016,특성화고(대안),일반고등학교,광주,광산구,동명고등학교,본교,기존(원)교,사립,남여공학,623-99 ,광주광역시 광산구 사이동길 16 (서봉동),062-943-2856,062-943-9339,http://www.kdm.hs.kr,
2016,일반고,일반고등학교,광주,광산구,명진고등학교,본교,기존(원)교,사립,남여공학,623-05 ,광주광역시 광산구 수완로12번길 21 (수완동),062-960-2800,062-960-2880,http://www.gmj.hs.kr,
2016,일반고,일반고등학교,광주,광산구,보문고등학교,본교,기존(원)교,사립,남여공학,623-97 ,광주광역시 광산구 어등대로529번길 37 (운수동),062-940-8800,062-940-8899,www.bomun.hs.kr,
2016,일반고,일반고등학교,광주,광산구,성덕고등학교,본교,기존(원)교,공립,남여공학,622-22 ,광주광역시 광산구 장덕로 75 (장덕동),062-714-8800,062-714-8990,http://www.seongdeok.hs.kr,
2016,일반고,일반고등학교,광주,광산구,수완고등학교,본교,기존(원)교,공립,남여공학,622-46 ,광주광역시 광산구 장덕로 155 . 수완고등학교 (수완동),062-961-5746,062-961-5748,http://www.suwan.hs.kr,
2016,일반고,일반고등학교,광주,광산구,숭덕고등학교,본교,기존(원)교,사립,남여공학,622-60 ,광주 광산구 월계로 117-8 (월계동),062-970-0700,062-970-0798,http://www.sdok.hs.kr,
2016,일반고,일반고등학교,광주,광산구,운남고등학교,본교,기존(원)교,공립,남여공학,623-25 ,광주광역시 광산구 임방울대로165번길 17 . 운남고등학교 (운남동),062-960-3150,062-960-3199,http://www.unnam.hs.kr,
2016,일반고,일반고등학교,광주,광산구,장덕고등학교,본교,기존(원)교,공립,남여공학,622-25 ,광주광역시 광산구 수등로 45 . 1684 (장덕동),062-956-9394,062-956-9395,http://www.jangdeok.hs.kr,
2016,특성화고(직업),공업고등학교,광주,광산구,전남공업고등학교,본교,기존(원)교,공립,남여공학,622-52 ,광주광역시 광산구 왕버들로322번길 26 (신창동),062-603-1200,062-603-1214,http://www.kiram.hs.kr,
2016,일반고,일반고등학교,광주,광산구,정광고등학교,본교,기존(원)교,사립,남여공학,623-85 ,광주광역시 광산구 소촌로 90-36 . 정광고등학교 (소촌동),062-720-8597,062-720-8550,http://www.jg.hs.kr,
2016,일반고,일반고등학교,광주,광산구,첨단고등학교,본교,기존(원)교,공립,남여공학,622-71 ,광주광역시 광산구 산월로 12-17 (월계동),062-970-4304,062-970-4397,http://www.cheomdan.hs.kr,
2016,특성화고(직업),공업고등학교,대전,동구,계룡공업고등학교,본교,기존(원)교,사립,남자,346-13 ,대전광역시 동구 소랑길 64 (삼성동),042-630-6099,042-627-5328,http://krt.hs.kr,
2016,특성화고(직업),상업고등학교,대전,동구,대성여자고등학교,본교,기존(원)교,사립,여자,346-01 ,대전광역시 동구 대성2길 20 . 대성여자고등학교 (가양동),042-670-2008,042-632-0551,www.dsg.hs.kr,
2016,일반고,일반고등학교,대전,동구,대전가오고등학교,본교,기존(원)교,공립,남여공학,346-91 ,대전광역시 동구 신기로 71 (가오동),042-280-3700,042-280-3790,http://www.gao.hs.kr,
2016,특목고,과학고등학교,대전,동구,대전동신과학고등학교,본교,기존(원)교,공립,남여공학,345-00 ,대전광역시 동구 옥천로 423 (비룡동),042-717-9400,042-717-9409,http://www.ddscience.hs.kr,
2016,자율고,일반고등학교,대전,동구,대전여자고등학교,본교,기존(원)교,공립,여자,346-56 ,대전광역시 동구 용운로1번길 28-37 . 대전여자고등학교 (대동),042-630-5950,042-633-8846,http://www.djgh.hs.kr,
2016,특목고,공업고등학교,대전,동구,동아마이스터고등학교,본교,기존(원)교,사립,남자,345-11 ,대전광역시 동구 충정로 97 (자양동.동아마이스터고등학교),042-620-1134,042-624-9010,http://www.dongah.hs.kr,
2016,일반고,일반고등학교,대전,동구,명석고등학교,본교,기존(원)교,사립,남자,345-03 ,대전광역시 동구 우암로 380 (가양동.명석고등학교),042-623-2111,042-621-0518,http://mshs.or.kr,
2016,일반고,일반고등학교,대전,동구,보문고등학교,본교,기존(원)교,사립,남자,346-19 ,대전광역시 동구 우암로 57 (삼성동),042-620-6677,042-672-9571,http://www.bomoon.or.kr/,
